address,bathrooms,bedrooms,price,raw_text,scraped_at,square_meters,title,type,url
"Departamentos en arriendo Matucana Por Assetplan Chile Desde $ 310.000 1 a 2 dormitorios 1 a 2 baños 32 - 49 m² útiles Av. Matucana 31, Santiago",2,2,310,"Departamentos en arriendo Matucana Por Assetplan Chile Desde $ 310.000 1 a 2 dormitorios 1 a 2 baños 32 - 49 m² útiles Av. Matucana 31, Santiago, Barrio Yungay, Santiago Solicitud online de visita 11 ...",2025-07-27T21:03:56.642179,49,Matucana,Departamento,https://portalinmobiliario.com/MLC-1603325813-matucana-_JM#polycard_client=search-nordic&position=11&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Matucana Por Assetplan Chile Desde $ 310.000 1 a 2 dormitorios 1 a 2 baños 32 - 49 m² útiles Av. Matucana 31, Santiago",2,2,310,"Departamentos en arriendo Matucana Por Assetplan Chile Desde $ 310.000 1 a 2 dormitorios 1 a 2 baños 32 - 49 m² útiles Av. Matucana 31, Santiago, Barrio Yungay, Santiago Solicitud online de visita 11 ...",2025-07-27T21:03:56.642260,49,Matucana,Departamento,https://portalinmobiliario.com/MLC-1603325813-matucana-_JM#polycard_client=search-nordic&position=11&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Romero Por Assetplan Chile Desde $ 330.000 1 a 2 dormitorios 1 a 2 baños 33 - 53 m² útiles Romero 2349, Santiago",2,2,330,"Departamentos en arriendo Romero Por Assetplan Chile Desde $ 330.000 1 a 2 dormitorios 1 a 2 baños 33 - 53 m² útiles Romero 2349, Santiago, Barrio Yungay, Santiago Solicitud online de visita 4 unidade...",2025-07-27T21:03:56.642352,53,Romero,Departamento,https://portalinmobiliario.com/MLC-2866464418-romero-_JM#polycard_client=search-nordic&position=12&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Romero Por Assetplan Chile Desde $ 330.000 1 a 2 dormitorios 1 a 2 baños 33 - 53 m² útiles Romero 2349, Santiago",2,2,330,"Departamentos en arriendo Romero Por Assetplan Chile Desde $ 330.000 1 a 2 dormitorios 1 a 2 baños 33 - 53 m² útiles Romero 2349, Santiago, Barrio Yungay, Santiago Solicitud online de visita 4 unidade...",2025-07-27T21:03:56.642433,53,Romero,Departamento,https://portalinmobiliario.com/MLC-2866464418-romero-_JM#polycard_client=search-nordic&position=12&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Stage San Diego Por Assetplan Chile Desde $ 293.000 1 a 2 dormitorios 1 a 2 baños 22 - 41 m² útiles San Diego 135, Santiago",2,2,293,"Departamentos en arriendo Stage San Diego Por Assetplan Chile Desde $ 293.000 1 a 2 dormitorios 1 a 2 baños 22 - 41 m² útiles San Diego 135, Santiago, Bulnes, Santiago Solicitud online de visita 6 uni...",2025-07-27T21:03:56.642522,41,Stage San Diego,Departamento,https://portalinmobiliario.com/MLC-1607617999-stage-san-diego-_JM#polycard_client=search-nordic&position=13&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Stage San Diego Por Assetplan Chile Desde $ 293.000 1 a 2 dormitorios 1 a 2 baños 22 - 41 m² útiles San Diego 135, Santiago",2,2,293,"Departamentos en arriendo Stage San Diego Por Assetplan Chile Desde $ 293.000 1 a 2 dormitorios 1 a 2 baños 22 - 41 m² útiles San Diego 135, Santiago, Bulnes, Santiago Solicitud online de visita 6 uni...",2025-07-27T21:03:56.642601,41,Stage San Diego,Departamento,https://portalinmobiliario.com/MLC-1607617999-stage-san-diego-_JM#polycard_client=search-nordic&position=13&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Espacio Oriente Ii Torre A Por Assetplan Chile Desde $ 285.000 1 a 3 dormitorios 1 a 2 baños 27 - 43 m² útiles Sta. Elena 1278, Santiago",2,3,285,"Departamentos en arriendo Espacio Oriente Ii Torre A Por Assetplan Chile Desde $ 285.000 1 a 3 dormitorios 1 a 2 baños 27 - 43 m² útiles Sta. Elena 1278, Santiago, Bogotá - Sierra Bella, Santiago Soli...",2025-07-27T21:03:56.642693,43,Espacio Oriente Ii Torre A,Departamento,https://portalinmobiliario.com/MLC-2798214084-espacio-oriente-ii-torre-a-_JM#polycard_client=search-nordic&position=14&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Espacio Oriente Ii Torre A Por Assetplan Chile Desde $ 285.000 1 a 3 dormitorios 1 a 2 baños 27 - 43 m² útiles Sta. Elena 1278, Santiago",2,3,285,"Departamentos en arriendo Espacio Oriente Ii Torre A Por Assetplan Chile Desde $ 285.000 1 a 3 dormitorios 1 a 2 baños 27 - 43 m² útiles Sta. Elena 1278, Santiago, Bogotá - Sierra Bella, Santiago Soli...",2025-07-27T21:03:56.642775,43,Espacio Oriente Ii Torre A,Departamento,https://portalinmobiliario.com/MLC-2798214084-espacio-oriente-ii-torre-a-_JM#polycard_client=search-nordic&position=14&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Nuevo Oriente Ii Por Assetplan Chile Desde $ 426.000 2 dormitorios 2 baños 45 m² útiles Sta. Elena 1496, Santiago",2,2,426,"Departamentos en arriendo Nuevo Oriente Ii Por Assetplan Chile Desde $ 426.000 2 dormitorios 2 baños 45 m² útiles Sta. Elena 1496, Santiago, Bogotá - Sierra Bella, Santiago Solicitud online de visita ...",2025-07-27T21:03:56.642864,45,Nuevo Oriente Ii,Departamento,https://portalinmobiliario.com/MLC-2798121620-nuevo-oriente-ii-_JM#polycard_client=search-nordic&position=15&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Nuevo Oriente Ii Por Assetplan Chile Desde $ 426.000 2 dormitorios 2 baños 45 m² útiles Sta. Elena 1496, Santiago",2,2,426,"Departamentos en arriendo Nuevo Oriente Ii Por Assetplan Chile Desde $ 426.000 2 dormitorios 2 baños 45 m² útiles Sta. Elena 1496, Santiago, Bogotá - Sierra Bella, Santiago Solicitud online de visita ...",2025-07-27T21:03:56.642941,45,Nuevo Oriente Ii,Departamento,https://portalinmobiliario.com/MLC-2798121620-nuevo-oriente-ii-_JM#polycard_client=search-nordic&position=15&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Home Inclusive Ejército Por Assetplan Chile Desde $ 325.000 1 a 2 dormitorios 1 a 2 baños 28 - 52 m² útiles Av. Ejército Libertador 71, Santiago",2,2,325,"Departamentos en arriendo Home Inclusive Ejército Por Assetplan Chile Desde $ 325.000 1 a 2 dormitorios 1 a 2 baños 28 - 52 m² útiles Av. Ejército Libertador 71, Santiago, Ejército - Toesca, Santiago ...",2025-07-27T21:03:56.643031,52,Home Inclusive Ejército,Departamento,https://portalinmobiliario.com/MLC-2777821290-home-inclusive-ejercito-_JM#polycard_client=search-nordic&position=16&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Home Inclusive Ejército Por Assetplan Chile Desde $ 325.000 1 a 2 dormitorios 1 a 2 baños 28 - 52 m² útiles Av. Ejército Libertador 71, Santiago",2,2,325,"Departamentos en arriendo Home Inclusive Ejército Por Assetplan Chile Desde $ 325.000 1 a 2 dormitorios 1 a 2 baños 28 - 52 m² útiles Av. Ejército Libertador 71, Santiago, Ejército - Toesca, Santiago ...",2025-07-27T21:03:56.643110,52,Home Inclusive Ejército,Departamento,https://portalinmobiliario.com/MLC-2777821290-home-inclusive-ejercito-_JM#polycard_client=search-nordic&position=16&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Portugal Por Assetplan Chile Desde $ 340.000 1 a 2 dormitorios 1 a 2 baños 31 - 48 m² útiles Av. Portugal 676, Barrio Diez De Julio, Santiago",2,2,340,"Departamentos en arriendo Portugal Por Assetplan Chile Desde $ 340.000 1 a 2 dormitorios 1 a 2 baños 31 - 48 m² útiles Av. Portugal 676, Barrio Diez De Julio, Santiago Solicitud online de visita 9 uni...",2025-07-27T21:03:56.643200,48,Portugal,Departamento,https://portalinmobiliario.com/MLC-1503220223-portugal-_JM#polycard_client=search-nordic&position=17&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Portugal Por Assetplan Chile Desde $ 340.000 1 a 2 dormitorios 1 a 2 baños 31 - 48 m² útiles Av. Portugal 676, Barrio Diez De Julio, Santiago",2,2,340,"Departamentos en arriendo Portugal Por Assetplan Chile Desde $ 340.000 1 a 2 dormitorios 1 a 2 baños 31 - 48 m² útiles Av. Portugal 676, Barrio Diez De Julio, Santiago Solicitud online de visita 9 uni...",2025-07-27T21:03:56.643279,48,Portugal,Departamento,https://portalinmobiliario.com/MLC-1503220223-portugal-_JM#polycard_client=search-nordic&position=17&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Edificio Santa Rosa Por Assetplan Chile Desde $ 271.000 1 a 2 dormitorios 1 baño 30 - 38 m² útiles Av. Sta. Rosa 1185, Santiago",1,2,271,"Departamentos en arriendo Edificio Santa Rosa Por Assetplan Chile Desde $ 271.000 1 a 2 dormitorios 1 baño 30 - 38 m² útiles Av. Sta. Rosa 1185, Santiago, Parque O'Higgins, Santiago Solicitud online d...",2025-07-27T21:03:56.643368,38,Edificio Santa Rosa,Departamento,https://portalinmobiliario.com/MLC-2798187418-edificio-santa-rosa-_JM#polycard_client=search-nordic&position=18&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Edificio Santa Rosa Por Assetplan Chile Desde $ 271.000 1 a 2 dormitorios 1 baño 30 - 38 m² útiles Av. Sta. Rosa 1185, Santiago",1,2,271,"Departamentos en arriendo Edificio Santa Rosa Por Assetplan Chile Desde $ 271.000 1 a 2 dormitorios 1 baño 30 - 38 m² útiles Av. Sta. Rosa 1185, Santiago, Parque O'Higgins, Santiago Solicitud online d...",2025-07-27T21:03:56.643446,38,Edificio Santa Rosa,Departamento,https://portalinmobiliario.com/MLC-2798187418-edificio-santa-rosa-_JM#polycard_client=search-nordic&position=18&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Fam Huemul Por Assetplan Chile Desde $ 311.000 1 a 2 dormitorios 1 a 2 baños 27 - 48 m² útiles Centenario 1329, Santiago",2,2,311,"Departamentos en arriendo Fam Huemul Por Assetplan Chile Desde $ 311.000 1 a 2 dormitorios 1 a 2 baños 27 - 48 m² útiles Centenario 1329, Santiago, Franklin - Biobío, Santiago Solicitud online de visi...",2025-07-27T21:03:56.643535,48,Fam Huemul,Departamento,https://portalinmobiliario.com/MLC-2851494484-fam-huemul-_JM#polycard_client=search-nordic&position=19&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Fam Huemul Por Assetplan Chile Desde $ 311.000 1 a 2 dormitorios 1 a 2 baños 27 - 48 m² útiles Centenario 1329, Santiago",2,2,311,"Departamentos en arriendo Fam Huemul Por Assetplan Chile Desde $ 311.000 1 a 2 dormitorios 1 a 2 baños 27 - 48 m² útiles Centenario 1329, Santiago, Franklin - Biobío, Santiago Solicitud online de visi...",2025-07-27T21:03:56.643615,48,Fam Huemul,Departamento,https://portalinmobiliario.com/MLC-2851494484-fam-huemul-_JM#polycard_client=search-nordic&position=19&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Insitu Echaurren Desde $ 331.967 Estudio a 2 dormitorios 1 a 2 baños 22 - 62 m² útiles Gorbea 2159, Santiago",2,2,331,"Departamentos en arriendo Insitu Echaurren Desde $ 331.967 Estudio a 2 dormitorios 1 a 2 baños 22 - 62 m² útiles Gorbea 2159, Santiago, Chile, Barrio República, Santiago Solicitud online de visita 15 ...",2025-07-27T21:03:56.643707,62,Insitu Echaurren,Departamento,https://portalinmobiliario.com/MLC-2538366530-insitu-echaurren-_JM#polycard_client=search-nordic&position=20&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Insitu Echaurren Desde $ 331.967 Estudio a 2 dormitorios 1 a 2 baños 22 - 62 m² útiles Gorbea 2159, Santiago",2,2,331,"Departamentos en arriendo Insitu Echaurren Desde $ 331.967 Estudio a 2 dormitorios 1 a 2 baños 22 - 62 m² útiles Gorbea 2159, Santiago, Chile, Barrio República, Santiago Solicitud online de visita 15 ...",2025-07-27T21:03:56.643788,62,Insitu Echaurren,Departamento,https://portalinmobiliario.com/MLC-2538366530-insitu-echaurren-_JM#polycard_client=search-nordic&position=20&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Edificio Argomedo Desde $ 285.000 1 a 2 dormitorios 1 a 2 baños 20 - 54 m² útiles General Urriola 624, Santa Isabel, Santiago",2,2,285,"PROYECTO Departamentos en arriendo Edificio Argomedo Desde $ 285.000 1 a 2 dormitorios 1 a 2 baños 20 - 54 m² útiles General Urriola 624, Santa Isabel, Santiago Pronta entrega 243 unidades disponibles...",2025-07-27T21:03:56.643894,54,Edificio Argomedo,Departamento,https://portalinmobiliario.com/MLC-2560568258-edificio-argomedo-_JM#polycard_client=search-nordic&position=21&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
"Departamentos en arriendo Edificio Argomedo Desde $ 285.000 1 a 2 dormitorios 1 a 2 baños 20 - 54 m² útiles General Urriola 624, Santa Isabel, Santiago",2,2,285,"PROYECTO Departamentos en arriendo Edificio Argomedo Desde $ 285.000 1 a 2 dormitorios 1 a 2 baños 20 - 54 m² útiles General Urriola 624, Santa Isabel, Santiago Pronta entrega 243 unidades disponibles",2025-07-27T21:03:56.643976,54,Edificio Argomedo,Departamento,https://portalinmobiliario.com/MLC-2560568258-edificio-argomedo-_JM#polycard_client=search-nordic&position=21&search_layout=gallery&type=item&tracking_id=d6e33697-9279-44e9-8cb9-d86d768fc07b
