address,bathrooms,bedrooms,price,raw_text,scraped_at,square_meters,title,type,url
"Departamentos en arriendo Stage San Diego Por Assetplan Chile $ 293.000 1 a 2 dormitorios 1 a 2 baños 22 - 41 m² útiles San Diego 135, Santiago",2,2,293,"PROYECTO Departamentos en arriendo Stage San Diego Por Assetplan Chile $ 293.000 1 a 2 dormitorios 1 a 2 baños 22 - 41 m² útiles San Diego 135, Santiago, Bulnes, Santiago Entrega inmediata Solicitud o...",2025-07-27T20:41:46.832802,41,Stage San Diego,Departamento,https://portalinmobiliario.com/MLC-1607617999-stage-san-diego-_JM#polycard_client=search-nordic&position=13&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Espacio Oriente Ii Torre A Por Assetplan Chile $ 285.000 1 a 3 dormitorios 1 a 2 baños 27 - 43 m² útiles Sta. Elena 1278, Santiago",2,3,285,"PROYECTO Departamentos en arriendo Espacio Oriente Ii Torre A Por Assetplan Chile $ 285.000 1 a 3 dormitorios 1 a 2 baños 27 - 43 m² útiles Sta. Elena 1278, Santiago, Bogotá - Sierra Bella, Santiago E...",2025-07-27T20:41:46.832901,43,Espacio Oriente Ii Torre A,Departamento,https://portalinmobiliario.com/MLC-2798214084-espacio-oriente-ii-torre-a-_JM#polycard_client=search-nordic&position=14&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Espacio Oriente Ii Torre A Por Assetplan Chile $ 285.000 1 a 3 dormitorios 1 a 2 baños 27 - 43 m² útiles Sta. Elena 1278, Santiago",2,3,285,"PROYECTO Departamentos en arriendo Espacio Oriente Ii Torre A Por Assetplan Chile $ 285.000 1 a 3 dormitorios 1 a 2 baños 27 - 43 m² útiles Sta. Elena 1278, Santiago, Bogotá - Sierra Bella, Santiago E...",2025-07-27T20:41:46.832989,43,Espacio Oriente Ii Torre A,Departamento,https://portalinmobiliario.com/MLC-2798214084-espacio-oriente-ii-torre-a-_JM#polycard_client=search-nordic&position=14&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Nuevo Oriente Ii Por Assetplan Chile $ 426.000 2 dormitorios 2 baños 45 m² útiles Sta. Elena 1496, Santiago",2,2,426,"PROYECTO Departamentos en arriendo Nuevo Oriente Ii Por Assetplan Chile $ 426.000 2 dormitorios 2 baños 45 m² útiles Sta. Elena 1496, Santiago, Bogotá - Sierra Bella, Santiago Entrega inmediata Solici...",2025-07-27T20:41:46.833085,45,Nuevo Oriente Ii,Departamento,https://portalinmobiliario.com/MLC-2798121620-nuevo-oriente-ii-_JM#polycard_client=search-nordic&position=15&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Nuevo Oriente Ii Por Assetplan Chile $ 426.000 2 dormitorios 2 baños 45 m² útiles Sta. Elena 1496, Santiago",2,2,426,"PROYECTO Departamentos en arriendo Nuevo Oriente Ii Por Assetplan Chile $ 426.000 2 dormitorios 2 baños 45 m² útiles Sta. Elena 1496, Santiago, Bogotá - Sierra Bella, Santiago Entrega inmediata Solici...",2025-07-27T20:41:46.833169,45,Nuevo Oriente Ii,Departamento,https://portalinmobiliario.com/MLC-2798121620-nuevo-oriente-ii-_JM#polycard_client=search-nordic&position=15&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Home Inclusive Ejército Por Assetplan Chile $ 325.000 1 a 2 dormitorios 1 a 2 baños 28 - 52 m² útiles Av. Ejército Libertador 71, Santiago",2,2,325,"PROYECTO Departamentos en arriendo Home Inclusive Ejército Por Assetplan Chile $ 325.000 1 a 2 dormitorios 1 a 2 baños 28 - 52 m² útiles Av. Ejército Libertador 71, Santiago, Ejército - Toesca, Santia...",2025-07-27T20:41:46.833266,52,Home Inclusive Ejército,Departamento,https://portalinmobiliario.com/MLC-2777821290-home-inclusive-ejercito-_JM#polycard_client=search-nordic&position=16&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Home Inclusive Ejército Por Assetplan Chile $ 325.000 1 a 2 dormitorios 1 a 2 baños 28 - 52 m² útiles Av. Ejército Libertador 71, Santiago",2,2,325,"PROYECTO Departamentos en arriendo Home Inclusive Ejército Por Assetplan Chile $ 325.000 1 a 2 dormitorios 1 a 2 baños 28 - 52 m² útiles Av. Ejército Libertador 71, Santiago, Ejército - Toesca, Santia...",2025-07-27T20:41:46.833352,52,Home Inclusive Ejército,Departamento,https://portalinmobiliario.com/MLC-2777821290-home-inclusive-ejercito-_JM#polycard_client=search-nordic&position=16&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Portugal Por Assetplan Chile $ 340.000 1 a 2 dormitorios 1 a 2 baños 31 - 48 m² útiles Av. Portugal 676, Barrio Diez De Julio, Santiago",2,2,340,"PROYECTO Departamentos en arriendo Portugal Por Assetplan Chile $ 340.000 1 a 2 dormitorios 1 a 2 baños 31 - 48 m² útiles Av. Portugal 676, Barrio Diez De Julio, Santiago Entrega inmediata Solicitud o...",2025-07-27T20:41:46.833447,48,Portugal,Departamento,https://portalinmobiliario.com/MLC-1503220223-portugal-_JM#polycard_client=search-nordic&position=17&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Portugal Por Assetplan Chile $ 340.000 1 a 2 dormitorios 1 a 2 baños 31 - 48 m² útiles Av. Portugal 676, Barrio Diez De Julio, Santiago",2,2,340,"PROYECTO Departamentos en arriendo Portugal Por Assetplan Chile $ 340.000 1 a 2 dormitorios 1 a 2 baños 31 - 48 m² útiles Av. Portugal 676, Barrio Diez De Julio, Santiago Entrega inmediata Solicitud o...",2025-07-27T20:41:46.833533,48,Portugal,Departamento,https://portalinmobiliario.com/MLC-1503220223-portugal-_JM#polycard_client=search-nordic&position=17&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Edificio Santa Rosa Por Assetplan Chile $ 271.000 1 a 2 dormitorios 1 baño 30 - 38 m² útiles Av. Sta. Rosa 1185, Santiago",1,2,271,"PROYECTO Departamentos en arriendo Edificio Santa Rosa Por Assetplan Chile $ 271.000 1 a 2 dormitorios 1 baño 30 - 38 m² útiles Av. Sta. Rosa 1185, Santiago, Parque O'Higgins, Santiago Entrega inmedia...",2025-07-27T20:41:46.833630,38,Edificio Santa Rosa,Departamento,https://portalinmobiliario.com/MLC-2798187418-edificio-santa-rosa-_JM#polycard_client=search-nordic&position=18&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Edificio Santa Rosa Por Assetplan Chile $ 271.000 1 a 2 dormitorios 1 baño 30 - 38 m² útiles Av. Sta. Rosa 1185, Santiago",1,2,271,"PROYECTO Departamentos en arriendo Edificio Santa Rosa Por Assetplan Chile $ 271.000 1 a 2 dormitorios 1 baño 30 - 38 m² útiles Av. Sta. Rosa 1185, Santiago, Parque O'Higgins, Santiago Entrega inmedia...",2025-07-27T20:41:46.833716,38,Edificio Santa Rosa,Departamento,https://portalinmobiliario.com/MLC-2798187418-edificio-santa-rosa-_JM#polycard_client=search-nordic&position=18&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Fam Huemul Por Assetplan Chile $ 311.000 1 a 2 dormitorios 1 a 2 baños 27 - 48 m² útiles Centenario 1329, Santiago",2,2,311,"PROYECTO Departamentos en arriendo Fam Huemul Por Assetplan Chile $ 311.000 1 a 2 dormitorios 1 a 2 baños 27 - 48 m² útiles Centenario 1329, Santiago, Franklin - Biobío, Santiago Entrega inmediata Sol...",2025-07-27T20:41:46.833813,48,Fam Huemul,Departamento,https://portalinmobiliario.com/MLC-2851494484-fam-huemul-_JM#polycard_client=search-nordic&position=19&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Fam Huemul Por Assetplan Chile $ 311.000 1 a 2 dormitorios 1 a 2 baños 27 - 48 m² útiles Centenario 1329, Santiago",2,2,311,"PROYECTO Departamentos en arriendo Fam Huemul Por Assetplan Chile $ 311.000 1 a 2 dormitorios 1 a 2 baños 27 - 48 m² útiles Centenario 1329, Santiago, Franklin - Biobío, Santiago Entrega inmediata Sol...",2025-07-27T20:41:46.833898,48,Fam Huemul,Departamento,https://portalinmobiliario.com/MLC-2851494484-fam-huemul-_JM#polycard_client=search-nordic&position=19&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Insitu Echaurren $ 331.967 Estudio a 2 dormitorios 1 a 2 baños 22 - 62 m² útiles Gorbea 2159, Santiago",2,2,331,"PROYECTO Departamentos en arriendo Insitu Echaurren $ 331.967 Estudio a 2 dormitorios 1 a 2 baños 22 - 62 m² útiles Gorbea 2159, Santiago, Chile, Barrio República, Santiago Entrega inmediata Solicitud...",2025-07-27T20:41:46.834001,62,Insitu Echaurren,Departamento,https://portalinmobiliario.com/MLC-2538366530-insitu-echaurren-_JM#polycard_client=search-nordic&position=20&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Insitu Echaurren $ 331.967 Estudio a 2 dormitorios 1 a 2 baños 22 - 62 m² útiles Gorbea 2159, Santiago",2,2,331,"PROYECTO Departamentos en arriendo Insitu Echaurren $ 331.967 Estudio a 2 dormitorios 1 a 2 baños 22 - 62 m² útiles Gorbea 2159, Santiago, Chile, Barrio República, Santiago Entrega inmediata Solicitud...",2025-07-27T20:41:46.834089,62,Insitu Echaurren,Departamento,https://portalinmobiliario.com/MLC-2538366530-insitu-echaurren-_JM#polycard_client=search-nordic&position=20&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Edificio Argomedo $ 285.000 1 a 2 dormitorios 1 a 2 baños 20 - 54 m² útiles General Urriola 624, Santa Isabel, Santiago",2,2,285,"PROYECTO Departamentos en arriendo Edificio Argomedo $ 285.000 1 a 2 dormitorios 1 a 2 baños 20 - 54 m² útiles General Urriola 624, Santa Isabel, Santiago Pronta entrega 243 unidades disponibles Desta...",2025-07-27T20:41:46.834197,54,Edificio Argomedo,Departamento,https://portalinmobiliario.com/MLC-2560568258-edificio-argomedo-_JM#polycard_client=search-nordic&position=21&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
"Departamentos en arriendo Edificio Argomedo $ 285.000 1 a 2 dormitorios 1 a 2 baños 20 - 54 m² útiles General Urriola 624, Santa Isabel, Santiago",2,2,285,"PROYECTO Departamentos en arriendo Edificio Argomedo $ 285.000 1 a 2 dormitorios 1 a 2 baños 20 - 54 m² útiles General Urriola 624, Santa Isabel, Santiago Pronta entrega 243 unidades disponibles",2025-07-27T20:41:46.834277,54,Edificio Argomedo,Departamento,https://portalinmobiliario.com/MLC-2560568258-edificio-argomedo-_JM#polycard_client=search-nordic&position=21&search_layout=gallery&type=item&tracking_id=4bee0b40-c29a-4086-a0a9-a0d125f3a9fb
